currency,per,date,time,close,vol,proportion
USD,D,29/12/17,00:00,57.6291,0,1
USD,D,30/12/17,00:00,57.6002,0,1
USD,D,31/12/17,00:00,57.6002,0,1
USD,D,01/01/18,00:00,57.6002,0,1
USD,D,02/01/18,00:00,57.6002,0,1
USD,D,03/01/18,00:00,57.6002,0,1
USD,D,04/01/18,00:00,57.6002,0,1
USD,D,05/01/18,00:00,57.6002,0,1
USD,D,06/01/18,00:00,57.6002,0,1
USD,D,07/01/18,00:00,57.6002,0,1
USD,D,08/01/18,00:00,57.6002,0,1
USD,D,09/01/18,00:00,57.6002,0,1
USD,D,10/01/18,00:00,57.0463,0,1
USD,D,11/01/18,00:00,56.8734,0,1
USD,D,12/01/18,00:00,56.9957,0,1
USD,D,13/01/18,00:00,56.6019,0,1
USD,D,14/01/18,00:00,56.6019,0,1
USD,D,15/01/18,00:00,56.6019,0,1
USD,D,16/01/18,00:00,56.3569,0,1
USD,D,17/01/18,00:00,56.3878,0,1
USD,D,18/01/18,00:00,56.5925,0,1
USD,D,19/01/18,00:00,56.7597,0,1
USD,D,20/01/18,00:00,56.5892,0,1
USD,D,21/01/18,00:00,56.5892,0,1
USD,D,22/01/18,00:00,56.5892,0,1
USD,D,23/01/18,00:00,56.6261,0,1
USD,D,24/01/18,00:00,56.4115,0,1
USD,D,25/01/18,00:00,56.3888,0,1
USD,D,26/01/18,00:00,55.9288,0,1
USD,D,27/01/18,00:00,55.8288,0,1
USD,D,28/01/18,00:00,55.8288,0,1
USD,D,29/01/18,00:00,55.8288,0,1
USD,D,30/01/18,00:00,56.2908,0,1
USD,D,31/01/18,00:00,56.2914,0,1
USD,D,01/02/18,00:00,56.184,0,1
USD,D,02/02/18,00:00,56.2613,0,1
USD,D,03/02/18,00:00,56.0408,0,1
USD,D,04/02/18,00:00,56.0408,0,1
USD,D,05/02/18,00:00,56.0408,0,1
USD,D,06/02/18,00:00,56.6278,0,1
USD,D,07/02/18,00:00,57.2196,0,1
USD,D,08/02/18,00:00,56.9533,0,1
USD,D,09/02/18,00:00,57.6736,0,1
USD,D,10/02/18,00:00,58.1718,0,1
USD,D,11/02/18,00:00,58.1718,0,1
USD,D,12/02/18,00:00,58.1718,0,1
USD,D,13/02/18,00:00,58.0171,0,1
USD,D,14/02/18,00:00,57.7701,0,1
USD,D,15/02/18,00:00,57.5899,0,1
USD,D,16/02/18,00:00,56.5918,0,1
USD,D,17/02/18,00:00,56.3554,0,1
USD,D,18/02/18,00:00,56.3554,0,1
USD,D,19/02/18,00:00,56.3554,0,1
USD,D,20/02/18,00:00,56.3438,0,1
USD,D,21/02/18,00:00,56.5201,0,1
USD,D,22/02/18,00:00,56.6537,0,1
USD,D,23/02/18,00:00,56.7608,0,1
USD,D,24/02/18,00:00,56.7608,0,1
USD,D,25/02/18,00:00,56.7608,0,1
USD,D,26/02/18,00:00,56.7608,0,1
USD,D,27/02/18,00:00,55.9208,0,1
USD,D,28/02/18,00:00,55.6717,0,1
USD,D,01/03/18,00:00,56.3742,0,1
USD,D,02/03/18,00:00,56.4334,0,1
USD,D,03/03/18,00:00,56.6616,0,1
USD,D,04/03/18,00:00,56.6616,0,1
USD,D,05/03/18,00:00,56.6616,0,1
USD,D,06/03/18,00:00,57.1,0,1
USD,D,07/03/18,00:00,56.5041,0,1
USD,D,08/03/18,00:00,56.8011,0,1
USD,D,09/03/18,00:00,56.8011,0,1
USD,D,10/03/18,00:00,56.8011,0,1
USD,D,11/03/18,00:00,56.8011,0,1
USD,D,12/03/18,00:00,56.8011,0,1
USD,D,13/03/18,00:00,56.6122,0,1
USD,D,14/03/18,00:00,56.9359,0,1
USD,D,15/03/18,00:00,56.9372,0,1
USD,D,16/03/18,00:00,57.0188,0,1
USD,D,17/03/18,00:00,57.4942,0,1
USD,D,18/03/18,00:00,57.4942,0,1
USD,D,19/03/18,00:00,57.4942,0,1
USD,D,20/03/18,00:00,57.5521,0,1
USD,D,21/03/18,00:00,57.7033,0,1
USD,D,22/03/18,00:00,57.4954,0,1
USD,D,23/03/18,00:00,56.8391,0,1
USD,D,24/03/18,00:00,57.1072,0,1
USD,D,25/03/18,00:00,57.1072,0,1
USD,D,26/03/18,00:00,57.1072,0,1
USD,D,27/03/18,00:00,57.0039,0,1
USD,D,28/03/18,00:00,57.1747,0,1
USD,D,29/03/18,00:00,57.5598,0,1
USD,D,30/03/18,00:00,57.7626,0,1
USD,D,31/03/18,00:00,57.2649,0,1
USD,D,01/04/18,00:00,57.2649,0,1
USD,D,02/04/18,00:00,57.2649,0,1
USD,D,03/04/18,00:00,57.285,0,1
USD,D,04/04/18,00:00,57.5375,0,1
USD,D,05/04/18,00:00,57.7646,0,1
USD,D,06/04/18,00:00,57.5796,0,1
USD,D,07/04/18,00:00,57.8332,0,1
USD,D,08/04/18,00:00,57.8332,0,1
USD,D,09/04/18,00:00,57.8332,0,1
USD,D,10/04/18,00:00,58.5714,0,1
USD,D,11/04/18,00:00,62.3699,0,1
USD,D,12/04/18,00:00,64.0626,0,1
USD,D,13/04/18,00:00,62.0659,0,1
USD,D,14/04/18,00:00,61.4311,0,1
USD,D,15/04/18,00:00,61.4311,0,1
USD,D,16/04/18,00:00,61.4311,0,1
USD,D,17/04/18,00:00,62.2794,0,1
USD,D,18/04/18,00:00,61.1454,0,1
USD,D,19/04/18,00:00,61.5539,0,1
USD,D,20/04/18,00:00,60.8583,0,1
USD,D,21/04/18,00:00,61.3222,0,1
USD,D,22/04/18,00:00,61.3222,0,1
USD,D,23/04/18,00:00,61.3222,0,1
USD,D,24/04/18,00:00,61.7655,0,1
USD,D,25/04/18,00:00,61.6644,0,1
USD,D,26/04/18,00:00,61.7494,0,1
USD,D,27/04/18,00:00,62.6027,0,1
USD,D,28/04/18,00:00,62.726,0,1
USD,D,29/04/18,00:00,61.9997,0,1
USD,D,30/04/18,00:00,61.9997,0,1
USD,D,01/05/18,00:00,61.9997,0,1
USD,D,02/05/18,00:00,61.9997,0,1
USD,D,03/05/18,00:00,61.9997,0,1
USD,D,04/05/18,00:00,63.486,0,1
USD,D,05/05/18,00:00,63.2012,0,1
USD,D,06/05/18,00:00,63.2012,0,1
USD,D,07/05/18,00:00,63.2012,0,1
USD,D,08/05/18,00:00,62.7148,0,1
USD,D,09/05/18,00:00,63.0066,0,1
USD,D,10/05/18,00:00,63.0066,0,1
USD,D,11/05/18,00:00,62.5229,0,1
USD,D,12/05/18,00:00,61.7354,0,1
USD,D,13/05/18,00:00,61.7354,0,1
USD,D,14/05/18,00:00,61.7354,0,1
USD,D,15/05/18,00:00,61.7684,0,1
USD,D,16/05/18,00:00,61.9164,0,1
USD,D,17/05/18,00:00,62.3033,0,1
USD,D,18/05/18,00:00,61.8215,0,1
USD,D,19/05/18,00:00,61.9408,0,1
USD,D,20/05/18,00:00,61.9408,0,1
USD,D,21/05/18,00:00,61.9408,0,1
USD,D,22/05/18,00:00,62.5327,0,1
USD,D,23/05/18,00:00,61.261,0,1
USD,D,24/05/18,00:00,61.5945,0,1
USD,D,25/05/18,00:00,61.409,0,1
USD,D,26/05/18,00:00,61.6659,0,1
USD,D,27/05/18,00:00,61.6659,0,1
USD,D,28/05/18,00:00,61.6659,0,1
USD,D,29/05/18,00:00,62.271,0,1
USD,D,30/05/18,00:00,62.642,0,1
USD,D,31/05/18,00:00,62.5937,0,1
USD,D,01/06/18,00:00,62.0188,0,1
USD,D,02/06/18,00:00,62.2056,0,1
USD,D,03/06/18,00:00,62.2056,0,1
USD,D,04/06/18,00:00,62.2056,0,1
USD,D,05/06/18,00:00,61.929,0,1
USD,D,06/06/18,00:00,61.9822,0,1
USD,D,07/06/18,00:00,62.0064,0,1
USD,D,08/06/18,00:00,61.8125,0,1
USD,D,09/06/18,00:00,62.668,0,1
USD,D,10/06/18,00:00,62.3431,0,1
USD,D,11/06/18,00:00,62.3431,0,1
USD,D,12/06/18,00:00,62.3431,0,1
USD,D,13/06/18,00:00,62.3431,0,1
USD,D,14/06/18,00:00,63.1164,0,1
USD,D,15/06/18,00:00,62.2511,0,1
USD,D,16/06/18,00:00,62.6851,0,1
USD,D,17/06/18,00:00,62.6851,0,1
USD,D,18/06/18,00:00,62.6851,0,1
USD,D,19/06/18,00:00,63.4838,0,1
USD,D,20/06/18,00:00,64.0683,0,1
USD,D,21/06/18,00:00,63.6175,0,1
USD,D,22/06/18,00:00,63.7873,0,1
USD,D,23/06/18,00:00,63.2396,0,1
USD,D,24/06/18,00:00,63.2396,0,1
USD,D,25/06/18,00:00,63.2396,0,1
USD,D,26/06/18,00:00,62.9497,0,1
USD,D,27/06/18,00:00,62.7908,0,1
USD,D,28/06/18,00:00,63.1359,0,1
USD,D,29/06/18,00:00,63.291,0,1
USD,D,30/06/18,00:00,62.7565,0,1
USD,D,01/07/18,00:00,62.7565,0,1
USD,D,02/07/18,00:00,62.7565,0,1
USD,D,03/07/18,00:00,63.1394,0,1
USD,D,04/07/18,00:00,63.2194,0,1
USD,D,05/07/18,00:00,63.2267,0,1
USD,D,06/07/18,00:00,63.2604,0,1
USD,D,07/07/18,00:00,63.1216,0,1
USD,D,08/07/18,00:00,63.1216,0,1
USD,D,09/07/18,00:00,63.1216,0,1
USD,D,10/07/18,00:00,62.8338,0,1
USD,D,11/07/18,00:00,62.4442,0,1
USD,D,12/07/18,00:00,62.098,0,1
USD,D,13/07/18,00:00,62.2062,0,1
USD,D,14/07/18,00:00,62.2934,0,1
USD,D,15/07/18,00:00,62.2934,0,1
USD,D,16/07/18,00:00,62.2934,0,1
USD,D,17/07/18,00:00,62.2556,0,1
USD,D,18/07/18,00:00,62.4352,0,1
USD,D,19/07/18,00:00,62.9006,0,1
USD,D,20/07/18,00:00,63.2746,0,1
USD,D,21/07/18,00:00,63.4888,0,1
USD,D,22/07/18,00:00,63.4888,0,1
USD,D,23/07/18,00:00,63.4888,0,1
USD,D,24/07/18,00:00,63.1957,0,1
USD,D,25/07/18,00:00,62.9235,0,1
USD,D,26/07/18,00:00,63.0836,0,1
USD,D,27/07/18,00:00,62.9471,0,1
USD,D,28/07/18,00:00,62.9726,0,1
USD,D,29/07/18,00:00,62.9726,0,1
USD,D,30/07/18,00:00,62.9726,0,1
USD,D,31/07/18,00:00,62.7805,0,1
USD,D,01/08/18,00:00,62.3497,0,1
USD,D,02/08/18,00:00,62.559,0,1
USD,D,03/08/18,00:00,63.1358,0,1
USD,D,04/08/18,00:00,63.4549,0,1
USD,D,05/08/18,00:00,63.4549,0,1
USD,D,06/08/18,00:00,63.4549,0,1
USD,D,07/08/18,00:00,63.4975,0,1
USD,D,08/08/18,00:00,63.5425,0,1
USD,D,09/08/18,00:00,63.595,0,1
USD,D,10/08/18,00:00,66.2856,0,1
USD,D,11/08/18,00:00,66.9075,0,1
USD,D,12/08/18,00:00,66.9075,0,1
USD,D,13/08/18,00:00,66.9075,0,1
USD,D,14/08/18,00:00,68.2234,0,1
USD,D,15/08/18,00:00,66.7535,0,1
USD,D,16/08/18,00:00,66.3772,0,1
USD,D,17/08/18,00:00,66.8932,0,1
USD,D,18/08/18,00:00,66.8757,0,1
USD,D,19/08/18,00:00,66.8757,0,1
USD,D,20/08/18,00:00,66.8757,0,1
USD,D,21/08/18,00:00,67.1807,0,1
USD,D,22/08/18,00:00,67.1783,0,1
USD,D,23/08/18,00:00,67.6163,0,1
USD,D,24/08/18,00:00,68.5259,0,1
USD,D,25/08/18,00:00,67.7911,0,1
USD,D,26/08/18,00:00,67.7911,0,1
USD,D,27/08/18,00:00,67.7911,0,1
USD,D,28/08/18,00:00,67.3963,0,1
USD,D,29/08/18,00:00,67.3911,0,1
USD,D,30/08/18,00:00,68.1451,0,1
USD,D,31/08/18,00:00,68.0821,0,1
USD,D,01/09/18,00:00,68.0447,0,1
USD,D,02/09/18,00:00,68.0447,0,1
USD,D,03/09/18,00:00,68.0447,0,1
USD,D,04/09/18,00:00,67.7443,0,1
USD,D,05/09/18,00:00,68.2737,0,1
USD,D,06/09/18,00:00,68.4628,0,1
USD,D,07/09/18,00:00,68.2505,0,1
USD,D,08/09/18,00:00,69.0286,0,1
USD,D,09/09/18,00:00,69.0286,0,1
USD,D,10/09/18,00:00,69.0286,0,1
USD,D,11/09/18,00:00,69.8685,0,1
USD,D,12/09/18,00:00,69.9744,0,1
USD,D,13/09/18,00:00,69.5728,0,1
USD,D,14/09/18,00:00,68.637,0,1
USD,D,15/09/18,00:00,68.2826,0,1
USD,D,16/09/18,00:00,68.2826,0,1
USD,D,17/09/18,00:00,68.2826,0,1
USD,D,18/09/18,00:00,68.1958,0,1
USD,D,19/09/18,00:00,67.7519,0,1
USD,D,20/09/18,00:00,67.0098,0,1
USD,D,21/09/18,00:00,66.4725,0,1
USD,D,22/09/18,00:00,66.2497,0,1
USD,D,23/09/18,00:00,66.2497,0,1
USD,D,24/09/18,00:00,66.2497,0,1
USD,D,25/09/18,00:00,66.1594,0,1
USD,D,26/09/18,00:00,65.8244,0,1
USD,D,27/09/18,00:00,65.7585,0,1
USD,D,28/09/18,00:00,65.8355,0,1
USD,D,29/09/18,00:00,65.5906,0,1
USD,D,30/09/18,00:00,65.5906,0,1
USD,D,01/10/18,00:00,65.5906,0,1
USD,D,02/10/18,00:00,65.5745,0,1
USD,D,03/10/18,00:00,65.2221,0,1
USD,D,04/10/18,00:00,65.4244,0,1
USD,D,05/10/18,00:00,66.2115,0,1
USD,D,06/10/18,00:00,66.627,0,1
USD,D,07/10/18,00:00,66.627,0,1
USD,D,08/10/18,00:00,66.627,0,1
USD,D,09/10/18,00:00,66.9685,0,1
USD,D,10/10/18,00:00,66.4032,0,1
USD,D,11/10/18,00:00,66.1832,0,1
USD,D,12/10/18,00:00,66.7727,0,1
USD,D,13/10/18,00:00,65.9751,0,1
USD,D,14/10/18,00:00,65.9751,0,1
USD,D,15/10/18,00:00,65.9751,0,1
USD,D,16/10/18,00:00,65.7508,0,1
USD,D,17/10/18,00:00,65.5305,0,1
USD,D,18/10/18,00:00,65.4026,0,1
USD,D,19/10/18,00:00,65.7238,0,1
USD,D,20/10/18,00:00,65.814,0,1
USD,D,21/10/18,00:00,65.814,0,1
USD,D,22/10/18,00:00,65.814,0,1
USD,D,23/10/18,00:00,65.3065,0,1
USD,D,24/10/18,00:00,65.3101,0,1
USD,D,25/10/18,00:00,65.6299,0,1
USD,D,26/10/18,00:00,65.7476,0,1
USD,D,27/10/18,00:00,65.6345,0,1
USD,D,28/10/18,00:00,65.6345,0,1
USD,D,29/10/18,00:00,65.6345,0,1
USD,D,30/10/18,00:00,65.8129,0,1
USD,D,31/10/18,00:00,65.7742,0,1
USD,D,01/11/18,00:00,65.5962,0,1
USD,D,02/11/18,00:00,65.6517,0,1
USD,D,03/11/18,00:00,65.5799,0,1
USD,D,04/11/18,00:00,65.5799,0,1
USD,D,05/11/18,00:00,65.5799,0,1
USD,D,06/11/18,00:00,65.5799,0,1
USD,D,07/11/18,00:00,65.9912,0,1
USD,D,08/11/18,00:00,66.0918,0,1
USD,D,09/11/18,00:00,66.2155,0,1
USD,D,10/11/18,00:00,66.8497,0,1
USD,D,11/11/18,00:00,66.8497,0,1
USD,D,12/11/18,00:00,66.8497,0,1
USD,D,13/11/18,00:00,67.5238,0,1
USD,D,14/11/18,00:00,67.6812,0,1
USD,D,15/11/18,00:00,67.9975,0,1
USD,D,16/11/18,00:00,66.6159,0,1
USD,D,17/11/18,00:00,65.9931,0,1
USD,D,18/11/18,00:00,65.9931,0,1
USD,D,19/11/18,00:00,65.9931,0,1
USD,D,20/11/18,00:00,66.0081,0,1
USD,D,21/11/18,00:00,65.5871,0,1
USD,D,22/11/18,00:00,65.9485,0,1
USD,D,23/11/18,00:00,65.6067,0,1
USD,D,24/11/18,00:00,65.6664,0,1
USD,D,25/11/18,00:00,65.6664,0,1
USD,D,26/11/18,00:00,65.6664,0,1
USD,D,27/11/18,00:00,66.5072,0,1
USD,D,28/11/18,00:00,66.78,0,1
USD,D,29/11/18,00:00,66.9436,0,1
USD,D,30/11/18,00:00,66.6342,0,1
USD,D,01/12/18,00:00,66.5335,0,1
USD,D,02/12/18,00:00,66.5335,0,1
USD,D,03/12/18,00:00,66.5335,0,1
USD,D,04/12/18,00:00,66.2921,0,1
USD,D,05/12/18,00:00,66.4467,0,1
USD,D,06/12/18,00:00,66.8242,0,1
USD,D,07/12/18,00:00,66.7377,0,1
USD,D,08/12/18,00:00,66.9227,0,1
USD,D,09/12/18,00:00,66.9227,0,1
USD,D,10/12/18,00:00,66.9227,0,1
USD,D,11/12/18,00:00,66.2416,0,1
USD,D,12/12/18,00:00,66.5022,0,1
USD,D,13/12/18,00:00,66.4225,0,1
USD,D,14/12/18,00:00,66.255,0,1
USD,D,15/12/18,00:00,66.4337,0,1
USD,D,16/12/18,00:00,66.4337,0,1
USD,D,17/12/18,00:00,66.4337,0,1
USD,D,18/12/18,00:00,66.6208,0,1
USD,D,19/12/18,00:00,66.7454,0,1
USD,D,20/12/18,00:00,67.1121,0,1
USD,D,21/12/18,00:00,67.371,0,1
USD,D,22/12/18,00:00,68.0085,0,1
USD,D,23/12/18,00:00,68.0085,0,1
USD,D,24/12/18,00:00,68.0085,0,1
USD,D,25/12/18,00:00,68.4073,0,1
USD,D,26/12/18,00:00,68.7448,0,1
USD,D,27/12/18,00:00,68.8865,0,1
USD,D,28/12/18,00:00,68.8762,0,1
USD,D,29/12/18,00:00,69.5218,0,1
USD,D,30/12/18,00:00,69.4706,0,1
USD,D,31/12/18,00:00,69.4706,0,1
USD,D,01/01/19,00:00,69.4706,0,1
USD,D,02/01/19,00:00,69.4706,0,1
USD,D,03/01/19,00:00,69.4706,0,1
USD,D,04/01/19,00:00,69.4706,0,1
USD,D,05/01/19,00:00,69.4706,0,1
USD,D,06/01/19,00:00,69.4706,0,1
USD,D,07/01/19,00:00,69.4706,0,1
USD,D,08/01/19,00:00,69.4706,0,1
USD,D,09/01/19,00:00,69.4706,0,1
USD,D,10/01/19,00:00,67.0795,0,1
USD,D,11/01/19,00:00,66.8605,0,1
USD,D,12/01/19,00:00,66.9167,0,1
USD,D,13/01/19,00:00,66.9167,0,1
USD,D,14/01/19,00:00,66.9167,0,1
USD,D,15/01/19,00:00,67.192,0,1
USD,D,16/01/19,00:00,67.082,0,1
USD,D,17/01/19,00:00,66.7617,0,1
USD,D,18/01/19,00:00,66.4438,0,1
USD,D,19/01/19,00:00,66.3309,0,1
USD,D,20/01/19,00:00,66.3309,0,1
USD,D,21/01/19,00:00,66.3309,0,1
USD,D,22/01/19,00:00,66.3634,0,1
USD,D,23/01/19,00:00,66.5499,0,1
USD,D,24/01/19,00:00,66.3318,0,1
USD,D,25/01/19,00:00,66.0016,0,1
USD,D,26/01/19,00:00,65.917,0,1
USD,D,27/01/19,00:00,65.917,0,1
USD,D,28/01/19,00:00,65.917,0,1
USD,D,29/01/19,00:00,65.93,0,1
USD,D,30/01/19,00:00,66.3412,0,1
USD,D,31/01/19,00:00,66.0987,0,1
USD,D,01/02/19,00:00,65.3577,0,1
USD,D,02/02/19,00:00,65.6601,0,1
USD,D,03/02/19,00:00,65.6601,0,1
USD,D,04/02/19,00:00,65.6601,0,1
USD,D,05/02/19,00:00,65.5859,0,1
USD,D,06/02/19,00:00,65.5691,0,1
USD,D,07/02/19,00:00,65.6686,0,1
USD,D,08/02/19,00:00,66.0199,0,1
USD,D,09/02/19,00:00,66.0628,0,1
USD,D,10/02/19,00:00,66.0628,0,1
